audio_name,text_audio_name,spectro_name,oscillo_name
1201939536_1621044545.wav,1201939536_1621044545.txt,1201939536_1621044545_spectro.png,1201939536_1621044545_oscillo.png
1201939536_1621044555.wav,1201939536_1621044555.txt,1201939536_1621044555_spectro.png,1201939536_1621044555_oscillo.png
1201939536_1621044564.wav,1201939536_1621044564.txt,1201939536_1621044564_spectro.png,1201939536_1621044564_oscillo.png
1201939536_1621047786.wav,1201939536_1621047786.txt,1201939536_1621047786_spectro.png,1201939536_1621047786_oscillo.png
1201939536_1621050225.wav,1201939536_1621050225.txt,1201939536_1621050225_spectro.png,1201939536_1621050225_oscillo.png
1201939536_1621050575.wav,1201939536_1621050575.txt,1201939536_1621050575_spectro.png,1201939536_1621050575_oscillo.png
1201939536_1621051475.wav,1201939536_1621051475.txt,1201939536_1621051475_spectro.png,1201939536_1621051475_oscillo.png
